2026-06-16	Gusto	https://boards-api.greenhouse.io/v1/boards/gusto/jobs	(board scan — other segment)	api_403; dedup_054/134 (SWE Intern Summer 2026 grad Dec2026-Jun2029 confirmed same scope/eligibility; job 7238671 listing noted removed Oct 2025 per one source but still appears active on aggregators; existing reports sufficient)
2026-06-16	Glean	https://boards-api.greenhouse.io/v1/boards/gleanwork/jobs	(board scan — other segment)	api_403; no_match_grad (SWE Intern Summer 2026 Palo Alto $57-69/hr confirmed same; grad Fall2026/Spring2027 required; dedup_031 unchanged)
2026-06-16	Sigma Computing	https://boards-api.greenhouse.io/v1/boards/sigmacomputing/jobs	(board scan — other segment)	api_403; dedup_193 (job 7575892003 confirmed same SWE Intern, SF/NYC, grad Dec2026+ required, 40hrs/wk 12wks; job 7588094003 = same role region-split per prior note; existing report 4.0/5 sufficient, no genuinely new posting found)
2026-06-16	Salesforce	https://careers.salesforce.com	(WebSearch scan)	no_new (jr308796 SWE = dedup_025/173; jr340354 AI&DS Analyst = dedup_172; jr334473 Applied AI Strategy = skipped_low_score/no_match_profile consulting; jr313214 AI Research = no_match_degree PhD/MS; jr326900 Dublin = no_match_geo; all tracks confirmed unchanged)
2026-06-16	ServiceNow	https://careers.servicenow.com	(WebSearch scan)	no_new (744000080670612 MLE Intern Santa Clara = dedup_132/170 confirmed unchanged; UX Research/MBA Strategy/Technical Writer roles = no_match_profile non-SWE/DS/ML)
2026-06-16	Waymo	https://careers.withwaymo.com	(WebSearch scan)	no_new (ML Runtime/Predictive Planner/ML Architecture/DUE ML roles all MS/PhD required = no_match_degree; BS ML Infra Foundations found but no new details beyond dedup_015/139/159/160/163/185/187; existing reports sufficient)
2026-06-16	Two Sigma	https://careers.twosigma.com	(dedup reference — already scanned today by a different pipeline segment)	dedup_today (see data/scan-history.tsv line ~1176, 2026-06-16, logged by concurrent segment: no_new, dedup_038/075/088 confirmed; not re-fetched per task instructions)
2026-06-16	Jane Street	https://www.janestreet.com/join-jane-street/internships/	(dedup reference — already scanned today by a different pipeline segment)	dedup_today (see data/scan-history.tsv line ~1177, 2026-06-16, logged by concurrent segment: closed, Summer 2026 deadline Feb 8 passed; dedup_041; not re-fetched per task instructions)
2026-06-16	Citadel	https://www.citadel.com/careers/	(dedup reference — already scanned today by a different pipeline segment)	dedup_today (see data/scan-history.tsv lines ~1178-1179, 2026-06-16, logged by concurrent segment: no_new, dedup_039/086/092/154; not re-fetched per task instructions)
2026-06-16	WebSearch	"Software Engineering Intern" "Summer 2026" startup AI OR data	(broad discovery scan)	found GitHub SimplifyJobs/Summer2026-Internships aggregator (not a single posting); Zip (theziphq) SWE Intern Summer 2026 SF — grad Dec2026-Jun2027 required, George Jun 2028 = no_match_grad; Databricks dedup (api_403 segment, no_new); no genuinely new qualifying roles found
2026-06-16	WebSearch	"Data Science Intern" "Summer 2026" python remote	(broad discovery scan)	found IQVIA DS Intern Summer 2026 remote — requires pursuing Master's degree, George is BS = no_match_degree; Dropbox DS Intern remote = dedup (report_130/194 sufficient); no genuinely new qualifying roles found
